date,description,reference_no,debit,credit,balance,mode
12-09-2024,RTGS Payment - Kolkata Packaging Co,TXN2789,13214938,0,6802590972,RTGS
13-09-2024,NEFT Credit - Falcon Enterprises,TXN2790,0,21768909,6824359881,RTGS
16-09-2024,NEFT Credit - Bharat Industries Ltd,TXN2791,0,12760355,6837120236,RTGS
16-09-2024,NEFT Credit - Coastal Traders,TXN2792,0,4100077,6841220313,NEFT
16-09-2024,NEFT Credit - Central Trading,TXN2793,0,13321672,6854541985,RTGS
17-09-2024,RTGS Payment - Hyderabad Dye Stuff Co,TXN2794,12582543,0,6841959442,RTGS
18-09-2024,NEFT Credit - Orbit Solutions,TXN2795,0,16344982,6858304424,RTGS
18-09-2024,NEFT Credit - Crown Industries,TXN2796,0,5031036,6863335460,RTGS
18-09-2024,NEFT Credit - Northern Exports,TXN2797,0,11230953,6874566413,RTGS
19-09-2024,RTGS Payment - Mumbai Transport Co,TXN2798,4291524,0,6870274889,RTGS
19-09-2024,RTGS Payment - Chennai Chemicals Ltd,TXN2799,10781604,0,6859493285,RTGS
20-09-2024,GST Payment - GSTIN MH29AA1234Z,GST202409,1322780,0,6858170505,NEFT
23-09-2024,NEFT Credit - National Traders,TXN2801,0,3604901,6861775406,NEFT
24-09-2024,RTGS Payment - Mumbai Transport Co,TXN2803,16842062,0,6840319039,RTGS
24-09-2024,RTGS Payment - Delhi Logistics Pvt Ltd,TXN2802,4614305,0,6857161101,RTGS
25-09-2024,NEFT Credit - Coastal Traders,TXN2806,0,19004628,6883782083,RTGS
25-09-2024,NEFT Credit - Eastern Exports,TXN2805,0,8997209,6864777455,RTGS
25-09-2024,NEFT Credit - Sterling Corp,TXN2804,0,15461207,6855780246,RTGS
26-09-2024,RTGS Payment - Gujarat Raw Materials Ltd,TXN2807,12254324,0,6871527759,RTGS
27-09-2024,NEFT Credit - Zenith Industries Ltd,TXN2808,0,11997478,6883525237,RTGS
30-09-2024,NEFT Credit - Metro Traders Pvt Ltd,TXN2809,0,5228998,6888754235,RTGS
01-10-2024,Rent Payment - Factory Premises,RNT202410,600000,0,6888154235,NEFT
02-10-2024,NEFT Credit - National Traders,TXN2811,0,12812935,6900967170,RTGS
02-10-2024,NEFT Credit - Indus Trading,TXN2812,0,20012413,6920979583,RTGS
03-10-2024,RTGS Payment - Mumbai Transport Co,TXN2813,14174428,0,6906805155,RTGS
03-10-2024,RTGS Payment - Mumbai Transport Co,TXN2814,3782909,0,6903022246,RTGS
04-10-2024,NEFT Credit - Eastern Exports,TXN2815,0,21240720,6924262966,RTGS
04-10-2024,NEFT Credit - Bharat Industries Ltd,TXN2816,0,8323105,6932586071,RTGS
04-10-2024,NEFT Credit - Horizon Corp Ltd,TXN2817,0,6005052,6938591123,RTGS
07-10-2024,Salary Payment - All Staff,SAL202410,3900000,0,6934691123,NEFT
08-10-2024,RTGS Payment - Chennai Chemicals Ltd,TXN2820,15956998,0,6907755856,RTGS
08-10-2024,RTGS Payment - Punjab Suppliers Co,TXN2819,10978269,0,6923712854,RTGS
09-10-2024,NEFT Credit - Eastern Exports,TXN2821,0,14163920,6921919776,RTGS
10-10-2024,NACH Debit - Kotak Mahindra Loan A/c,EMI2202410,1800000,0,6920119776,NEFT
11-10-2024,NEFT Credit - Western Corp,TXN2823,0,5418454,6925538230,RTGS
11-10-2024,NEFT Credit - Crown Industries,TXN2824,0,17879595,6943417825,RTGS
14-10-2024,NEFT Credit - Central Trading,TXN2825,0,11207342,6954625167,RTGS
14-10-2024,NEFT Credit - Metro Traders Pvt Ltd,TXN2826,0,11403379,6966028546,RTGS
14-10-2024,NEFT Credit - Apex Corp,TXN2827,0,17778850,6983807396,RTGS
15-10-2024,Cheque Return - Insufficient Funds Ref 887712,CHQ2024A,500000,0,6983307396,CHEQUE
16-10-2024,NEFT Credit - Diamond Exports Ltd,TXN2829,0,5046454,6988353850,RTGS
17-10-2024,RTGS Payment - Surat Fabric Traders,TXN2830,14843552,0,6973510298,RTGS
17-10-2024,RTGS Payment - Surat Fabric Traders,TXN2831,14826182,0,6958684116,RTGS
18-10-2024,NEFT Credit - Global Exports India,TXN2832,0,3624965,6962309081,NEFT
21-10-2024,NEFT Credit - Delta Traders,TXN2835,0,20749147,7006495944,RTGS
21-10-2024,NEFT Credit - Sunrise Trading Co,TXN2834,0,19856853,6985746797,RTGS
21-10-2024,NEFT Credit - Pioneer Mfg Ltd,TXN2833,0,3580863,6965889944,NEFT
22-10-2024,RTGS Payment - Rajasthan Textiles Supply,TXN2836,8638933,0,6997857011,RTGS
22-10-2024,RTGS Payment - Rajasthan Textiles Supply,TXN2837,14979160,0,6982877851,RTGS
23-10-2024,NEFT Credit - Deccan Industries,TXN2838,0,7161326,6990039177,RTGS
23-10-2024,NEFT Credit - Coastal Traders,TXN2839,0,4185032,6994224209,NEFT
24-10-2024,RTGS Payment - Tirupur Cotton Co,TXN2840,9602871,0,6984621338,RTGS
24-10-2024,RTGS Payment - Kolkata Packaging Co,TXN2841,11188815,0,6973432523,RTGS
25-10-2024,NEFT Credit - Horizon Corp Ltd,TXN2842,0,5786041,6979218564,RTGS
28-10-2024,Electricity Bill - MSEDCL,ELEC202410,315031,0,6978903533,NEFT
29-10-2024,RTGS Payment - Hyderabad Dye Stuff Co,TXN2844,8441876,0,6970461657,RTGS
29-10-2024,RTGS Payment - Gujarat Raw Materials Ltd,TXN2845,10782064,0,6959679593,RTGS
30-10-2024,NEFT Credit - Sunrise Trading Co,TXN2846,0,15537554,6975217147,RTGS
30-10-2024,NEFT Credit - Sunrise Trading Co,TXN2847,0,11760275,6986977422,RTGS
30-10-2024,NEFT Credit - Coastal Traders,TXN2848,0,6652915,6993630337,RTGS
31-10-2024,RTGS Payment - Chennai Chemicals Ltd,TXN2849,14828225,0,6978802112,RTGS
01-11-2024,Rent Payment - Factory Premises,RNT202411,600000,0,6978202112,NEFT
04-11-2024,NEFT Credit - Zenith Industries Ltd,TXN2851,0,4677666,6982879778,NEFT
04-11-2024,NEFT Credit - Central Trading,TXN2852,0,3612319,6986492097,NEFT
04-11-2024,NEFT Credit - Falcon Enterprises,TXN2853,0,4742884,6991234981,NEFT
05-11-2024,NACH Debit - HDFC Bank Loan Repayment,EMI1202411,2500000,0,6988734981,NEFT
06-11-2024,NEFT Credit - Delta Traders,TXN2855,0,16050658,7004785639,RTGS
06-11-2024,NEFT Credit - Prime Exports,TXN2856,0,8236005,7013021644,RTGS
07-11-2024,Salary Payment - All Staff,SAL202411,3900000,0,7009121644,NEFT
08-11-2024,NEFT Credit - Prime Exports,TXN2858,0,4386604,7013508248,NEFT
11-11-2024,NEFT Credit - Northern Exports,TXN2859,0,17271698,7030779946,RTGS
11-11-2024,NEFT Credit - Falcon Enterprises,TXN2860,0,13997883,7044777829,RTGS
11-11-2024,NEFT Credit - Falcon Enterprises,TXN2861,0,17167253,7061945082,RTGS
12-11-2024,RTGS Payment - Kolkata Packaging Co,TXN2862,16257930,0,7045687152,RTGS
12-11-2024,RTGS Payment - Punjab Suppliers Co,TXN2863,11988782,0,7033698370,RTGS
13-11-2024,NEFT Credit - Ganges Corp,TXN2865,0,4967384,7058711452,NEFT
13-11-2024,NEFT Credit - Global Exports India,TXN2864,0,20045698,7053744068,RTGS
14-11-2024,RTGS Payment - Chennai Chemicals Ltd,TXN2866,15894552,0,7042816900,RTGS
18-11-2024,NEFT Credit - Metro Traders Pvt Ltd,TXN2867,0,16652805,7059469705,RTGS
18-11-2024,NEFT Credit - Apex Corp,TXN2868,0,18805970,7078275675,RTGS
18-11-2024,NEFT Credit - Central Trading,TXN2869,0,12672646,7090948321,RTGS
18-11-2024,ECS Return Dishonoured - National Traders,CHQ2024B,350000,0,7090598321,CHEQUE
19-11-2024,RTGS Payment - Delhi Logistics Pvt Ltd,TXN2871,3849308,0,7086749013,RTGS
19-11-2024,RTGS Payment - Hyderabad Dye Stuff Co,TXN2872,10062929,0,7076686084,RTGS
20-11-2024,GST Payment - GSTIN MH29AA1234Z,GST202411,708356,0,7075977728,NEFT
21-11-2024,RTGS Payment - Chennai Chemicals Ltd,TXN2874,7292153,0,7068685575,RTGS
21-11-2024,RTGS Payment - Bangalore Thread Works,TXN2875,15561847,0,7053123728,RTGS
22-11-2024,NEFT Credit - Deccan Industries,TXN2876,0,11339768,7064463496,RTGS
22-11-2024,NEFT Credit - Diamond Exports Ltd,TXN2877,0,15557212,7080020708,RTGS
25-11-2024,NEFT Credit - Coastal Traders,TXN2880,0,11425093,7122742573,RTGS
25-11-2024,NEFT Credit - Deccan Industries,TXN2879,0,21539484,7111317480,RTGS
25-11-2024,NEFT Credit - Royal Textiles,TXN2878,0,9757288,7089777996,RTGS
26-11-2024,RTGS Payment - Gujarat Raw Materials Ltd,TXN2881,9279264,0,7113463309,RTGS
27-11-2024,NEFT Credit - Falcon Enterprises,TXN2882,0,21371241,7134834550,RTGS
28-11-2024,Electricity Bill - MSEDCL,ELEC202411,295406,0,7134539144,NEFT
29-11-2024,NEFT Credit - Southern Corp,TXN2884,0,3521948,7138061092,NEFT
29-11-2024,NEFT Credit - Silver Oak Ltd,TXN2885,0,3249057,7141310149,NEFT
29-11-2024,NEFT Credit - Coastal Traders,TXN2886,0,15825688,7157135837,RTGS
02-12-2024,NEFT Credit - Deccan Industries,TXN2887,0,13518344,7170654181,RTGS
02-12-2024,NEFT Credit - Global Exports India,TXN2888,0,10085180,7180739361,RTGS
02-12-2024,NEFT Credit - National Traders,TXN2889,0,11191578,7191930939,RTGS
03-12-2024,RTGS Payment - Pune Engineering Works,TXN2890,3404872,0,7188526067,RTGS
03-12-2024,RTGS Payment - Rajasthan Textiles Supply,TXN2891,14339547,0,7174186520,RTGS
04-12-2024,NEFT Credit - Apex Corp,TXN2892,0,4673048,7178859568,NEFT
04-12-2024,NEFT Credit - Prime Exports,TXN2893,0,10966930,7189826498,RTGS
05-12-2024,NACH Debit - HDFC Bank Loan Repayment,EMI1202412,2500000,0,7187326498,NEFT
06-12-2024,NEFT Credit - Sterling Corp,TXN2895,0,15698756,7203025254,RTGS
06-12-2024,NEFT Credit - Diamond Exports Ltd,TXN2896,0,6048852,7209074106,RTGS
06-12-2024,NEFT Credit - Western Corp,TXN2897,0,6407032,7215481138,RTGS
09-12-2024,NEFT Credit - Pioneer Mfg Ltd,TXN2898,0,16432233,7231913371,RTGS
09-12-2024,NEFT Credit - Apex Corp,TXN2899,0,5289866,7237203237,RTGS
09-12-2024,NEFT Credit - Sterling Corp,TXN2900,0,7585842,7244789079,RTGS
10-12-2024,NACH Debit - Kotak Mahindra Loan A/c,EMI2202412,1800000,0,7242989079,NEFT
11-12-2024,NEFT Credit - Crown Industries,TXN2902,0,11957402,7254946481,RTGS
12-12-2024,RTGS Payment - Tirupur Cotton Co,TXN2903,8992651,0,7245953830,RTGS
12-12-2024,RTGS Payment - Ludhiana Yarn Mills,TXN2904,16356963,0,7229596867,RTGS
13-12-2024,NEFT Credit - Silver Oak Ltd,TXN2905,0,13872246,7243469113,RTGS
13-12-2024,NEFT Credit - Diamond Exports Ltd,TXN2906,0,12325324,7255794437,RTGS
13-12-2024,NEFT Credit - Falcon Enterprises,TXN2907,0,5706094,7261500531,RTGS
16-12-2024,NEFT Credit - Pioneer Mfg Ltd,TXN2908,0,6856521,7268357052,RTGS
17-12-2024,RTGS Payment - Punjab Suppliers Co,TXN2909,5157754,0,7263199298,RTGS
18-12-2024,NEFT Credit - Diamond Exports Ltd,TXN2910,0,13737208,7276936506,RTGS
18-12-2024,NEFT Credit - Sterling Corp,TXN2911,0,7251252,7284187758,RTGS
19-12-2024,RTGS Payment - Tirupur Cotton Co,TXN2912,5883557,0,7278304201,RTGS
19-12-2024,RTGS Payment - Pune Engineering Works,TXN2913,7572545,0,7270731656,RTGS
20-12-2024,GST Payment - GSTIN MH29AA1234Z,GST202412,1185854,0,7269545802,NEFT
23-12-2024,NEFT Credit - Central Trading,TXN2915,0,7223631,7276769433,RTGS
23-12-2024,NEFT Credit - Apex Corp,TXN2916,0,8488694,7285258127,RTGS
24-12-2024,RTGS Payment - Ahmedabad Dyes Ltd,TXN2917,14222984,0,7271035143,RTGS
24-12-2024,RTGS Payment - Ludhiana Yarn Mills,TXN2918,12521736,0,7258513407,RTGS
25-12-2024,NEFT Credit - Orbit Solutions,TXN2919,0,14198930,7272712337,RTGS
26-12-2024,RTGS Payment - Punjab Suppliers Co,TXN2920,14331241,0,7258381096,RTGS
27-12-2024,NEFT Credit - Delta Traders,TXN2921,0,16495757,7274876853,RTGS
30-12-2024,NEFT Credit - Horizon Corp Ltd,TXN2923,0,9034033,7297138316,RTGS
30-12-2024,NEFT Credit - Metro Traders Pvt Ltd,TXN2922,0,13227430,7288104283,RTGS
30-12-2024,NEFT Credit - Zenith Industries Ltd,TXN2924,0,16769151,7313907467,RTGS
31-12-2024,RTGS Payment - Hyderabad Dye Stuff Co,TXN2925,14950673,0,7298956794,RTGS
31-12-2024,RTGS Payment - Hyderabad Dye Stuff Co,TXN2926,6591831,0,7292364963,RTGS
